Provincia;Identificador_Canton;Identificador_Parroquia;Zona;Sector;Numero_vivienda;Tipo_via;Tipo_vivienda;Condicion_ocupacion_vivienda_particular;Condicion_ocupacion_vivienda_colectiva;Material_predominante_techo_o_cubierta;Estado_techo_o_cubierta;Material_predominante_paredes_exteriores;Estado_paredes_exteriores;Material_predominante_piso;Estado_piso;El_agua_que_recibe_la_vivienda_es;El_agua_que_recibe_la_vivienda_proviene_o_es_suministrada_por;El_servicio_higienico_de_la_vivienda_es;Disponibilidad_de_energia_electrica_por_red_publica;Disponibilidad_de_otra_fuente_de_energia_electrica;Eliminacion_de_la_basura;Numero_cuartos;Todas_las_personas_comparten_un_mismo_gasto_para_la_alimentacion;Numero_hogares;Area_urbana_o_rural;CANTON;PARROQ;ID_VIV;Total_fallecidos_de_la_vivienda;Total_emigrantes_de_la_vivienda;Total_personas_de_la_vivienda;Condicion_ocupacion_de_la_vivienda_particular(recodificada);Numero_cuartos(recodificada);Registro_imputado_en_vivienda_ocupada_con_personas_ausentes
"Azuay";1;62;1;3;80;"Avenida";"Cuarto/s en casa de inquilinato";"Ocupada con personas presentes";"";"Zinc, aluminio (lámina o plancha metálica)";"Bueno";"Ladrillo o bloque";"Bueno";"Cerámica, baldosa, vinil o porcelanato";"Bueno";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";2;"Si";1;"rural";"Cuenca";"Ricaurte";101620010030080;0;1;5;"Ocupada";"Dos cuartos";"No"
"Azuay";1;62;1;5;76;"Calle";"Mediagua";"Ocupada con personas presentes";"";"Fibrocemento, asbesto (eternit, eurolit)";"Regular";"Ladrillo o bloque";"Regular";"Cerámica, baldosa, vinil o porcelanato";"Regular";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";2;"Si";1;"rural";"Cuenca";"Ricaurte";101620010050076;0;1;3;"Ocupada";"Dos cuartos";"No"
"Azuay";1;62;2;1;49;"Camino";"Departamento en casa o edificio";"Ocupada con personas presentes";"";"Hormigón (losa, cemento)";"Bueno";"Ladrillo o bloque";"Bueno";"Cerámica, baldosa, vinil o porcelanato";"Regular";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";4;"Si";1;"rural";"Cuenca";"Ricaurte";101620020010049;0;1;3;"Ocupada";"Cuatro cuartos";"No"
"Azuay";1;62;2;3;94;"Calle";"Departamento en casa o edificio";"Ocupada con personas presentes";"";"Fibrocemento, asbesto (eternit, eurolit)";"Bueno";"Ladrillo o bloque";"Bueno";"Duela, parquet, tablón o piso flotante";"Regular";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";3;"Si";1;"rural";"Cuenca";"Ricaurte";101620020030094;0;1;4;"Ocupada";"Tres cuartos";"No"
"Azuay";1;62;2;5;34;"Avenida";"Mediagua";"Ocupada con personas presentes";"";"Fibrocemento, asbesto (eternit, eurolit)";"Malo";"Ladrillo o bloque";"Malo";"Ladrillo o cemento";"Malo";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";1;"Si";1;"rural";"Cuenca";"Ricaurte";101620020050034;0;1;4;"Ocupada";"Un cuarto";"No"
"Azuay";1;62;2;5;55;"Calle";"Departamento en casa o edificio";"Ocupada con personas presentes";"";"Fibrocemento, asbesto (eternit, eurolit)";"Bueno";"Ladrillo o bloque";"Bueno";"Cerámica, baldosa, vinil o porcelanato";"Bueno";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";5;"Si";1;"rural";"Cuenca";"Ricaurte";101620020050055;0;1;4;"Ocupada";"Cinco cuartos";"No"
"Azuay";1;62;2;5;77;"Calle";"Departamento en casa o edificio";"Ocupada con personas presentes";"";"Fibrocemento, asbesto (eternit, eurolit)";"Bueno";"Ladrillo o bloque";"Bueno";"Duela, parquet, tablón o piso flotante";"Bueno";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";4;"Si";1;"rural";"Cuenca";"Ricaurte";101620020050077;0;2;3;"Ocupada";"Cuatro cuartos";"No"
"Azuay";1;62;2;5;81;"Avenida";"Departamento en casa o edificio";"Ocupada con personas presentes";"";"Fibrocemento, asbesto (eternit, eurolit)";"Bueno";"Ladrillo o bloque";"Bueno";"Duela, parquet, tablón o piso flotante";"Bueno";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";3;"Si";1;"rural";"Cuenca";"Ricaurte";101620020050081;0;1;2;"Ocupada";"Tres cuartos";"No"
"Azuay";1;62;2;6;43;"Calle";"Departamento en casa o edificio";"Ocupada con personas presentes";"";"Fibrocemento, asbesto (eternit, eurolit)";"Bueno";"Ladrillo o bloque";"Bueno";"Cerámica, baldosa, vinil o porcelanato";"Bueno";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";3;"Si";1;"rural";"Cuenca";"Ricaurte";101620020060043;0;1;1;"Ocupada";"Tres cuartos";"No"
"Azuay";1;62;2;6;46;"Calle";"Departamento en casa o edificio";"Ocupada con personas presentes";"";"Fibrocemento, asbesto (eternit, eurolit)";"Malo";"Ladrillo o bloque";"Malo";"Cerámica, baldosa, vinil o porcelanato";"Regular";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";3;"Si";1;"rural";"Cuenca";"Ricaurte";101620020060046;0;1;4;"Ocupada";"Tres cuartos";"No"
"Azuay";1;62;2;6;57;"Avenida";"Departamento en casa o edificio";"Ocupada con personas presentes";"";"Fibrocemento, asbesto (eternit, eurolit)";"Bueno";"Ladrillo o bloque";"Bueno";"Cerámica, baldosa, vinil o porcelanato";"Bueno";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";3;"Si";1;"rural";"Cuenca";"Ricaurte";101620020060057;0;1;3;"Ocupada";"Tres cuartos";"No"
"Azuay";1;62;2;6;118;"Calle";"Departamento en casa o edificio";"Ocupada con personas presentes";"";"Hormigón (losa, cemento)";"Bueno";"Hormigón";"Bueno";"Duela, parquet, tablón o piso flotante";"Bueno";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";4;"Si";1;"rural";"Cuenca";"Ricaurte";101620020060118;0;1;4;"Ocupada";"Cuatro cuartos";"No"
"Azuay";1;62;2;7;141;"Calle";"Departamento en casa o edificio";"Ocupada con personas presentes";"";"Fibrocemento, asbesto (eternit, eurolit)";"Bueno";"Ladrillo o bloque";"Bueno";"Cerámica, baldosa, vinil o porcelanato";"Bueno";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"Planta eléctrica (generador de luz)?";"Por carro recolector";2;"Si";1;"rural";"Cuenca";"Ricaurte";101620020070141;0;3;2;"Ocupada";"Dos cuartos";"No"
"Azuay";1;62;2;7;147;"Calle";"Departamento en casa o edificio";"Ocupada con personas presentes";"";"Hormigón (losa, cemento)";"Bueno";"Ladrillo o bloque";"Bueno";"Cerámica, baldosa, vinil o porcelanato";"Bueno";"Por tubería, fuera de la vivienda pero dentro del edificio, lote o terreno";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";2;"Si";1;"rural";"Cuenca";"Ricaurte";101620020070147;0;2;2;"Ocupada";"Dos cuartos";"No"
"Azuay";1;62;3;1;17;"Calle";"Departamento en casa o edificio";"Ocupada con personas presentes";"";"Hormigón (losa, cemento)";"Bueno";"Ladrillo o bloque";"Bueno";"Duela, parquet, tablón o piso flotante";"Bueno";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";5;"Si";1;"rural";"Cuenca";"Ricaurte";101620030010017;0;2;3;"Ocupada";"Cinco cuartos";"No"
"Azuay";1;62;3;1;41;"Calle";"Departamento en casa o edificio";"Ocupada con personas presentes";"";"Fibrocemento, asbesto (eternit, eurolit)";"Regular";"Hormigón";"Bueno";"Cerámica, baldosa, vinil o porcelanato";"Bueno";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";4;"Si";1;"rural";"Cuenca";"Ricaurte";101620030010041;0;2;2;"Ocupada";"Cuatro cuartos";"No"
"Azuay";1;62;3;1;51;"Avenida";"Departamento en casa o edificio";"Ocupada con personas presentes";"";"Fibrocemento, asbesto (eternit, eurolit)";"Bueno";"Ladrillo o bloque";"Bueno";"Duela, parquet, tablón o piso flotante";"Bueno";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";3;"Si";1;"rural";"Cuenca";"Ricaurte";101620030010051;0;2;2;"Ocupada";"Tres cuartos";"No"
"Azuay";1;62;3;1;108;"Calle";"Cuarto/s en casa de inquilinato";"Ocupada con personas presentes";"";"Zinc, aluminio (lámina o plancha metálica)";"Bueno";"Adobe o tapia";"Regular";"Duela, parquet, tablón o piso flotante";"Regular";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";3;"Si";1;"rural";"Cuenca";"Ricaurte";101620030010108;0;1;3;"Ocupada";"Tres cuartos";"No"
"Azuay";1;62;3;1;119;"Calle";"Departamento en casa o edificio";"Ocupada con personas presentes";"";"Fibrocemento, asbesto (eternit, eurolit)";"Bueno";"Ladrillo o bloque";"Bueno";"Duela, parquet, tablón o piso flotante";"Bueno";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";4;"Si";1;"rural";"Cuenca";"Ricaurte";101620030010119;0;3;1;"Ocupada";"Cuatro cuartos";"No"
"Azuay";1;62;3;3;9;"Calle";"Departamento en casa o edificio";"Ocupada con personas presentes";"";"Fibrocemento, asbesto (eternit, eurolit)";"Bueno";"Ladrillo o bloque";"Bueno";"Cerámica, baldosa, vinil o porcelanato";"Bueno";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";4;"Si";1;"rural";"Cuenca";"Ricaurte";101620030030009;0;1;4;"Ocupada";"Cuatro cuartos";"No"
"Azuay";1;62;3;3;84;"Callejon";"Departamento en casa o edificio";"Ocupada con personas presentes";"";"Zinc, aluminio (lámina o plancha metálica)";"Bueno";"Ladrillo o bloque";"Bueno";"Tabla sin tratar";"Bueno";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";4;"Si";1;"rural";"Cuenca";"Ricaurte";101620030030084;0;2;3;"Ocupada";"Cuatro cuartos";"No"
"Azuay";1;62;3;3;91;"Callejon";"Cuarto/s en casa de inquilinato";"Ocupada con personas presentes";"";"Fibrocemento, asbesto (eternit, eurolit)";"Bueno";"Ladrillo o bloque";"Bueno";"Cerámica, baldosa, vinil o porcelanato";"Bueno";"Por tubería, fuera de la vivienda pero dentro del edificio, lote o terreno";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";2;"Si";1;"rural";"Cuenca";"Ricaurte";101620030030091;0;1;4;"Ocupada";"Dos cuartos";"No"
"Azuay";1;62;3;4;76;"Calle";"Departamento en casa o edificio";"Ocupada con personas presentes";"";"Fibrocemento, asbesto (eternit, eurolit)";"Bueno";"Ladrillo o bloque";"Bueno";"Cerámica, baldosa, vinil o porcelanato";"Bueno";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";2;"Si";1;"rural";"Cuenca";"Ricaurte";101620030040076;0;1;2;"Ocupada";"Dos cuartos";"No"
"Azuay";1;62;3;5;43;"Calle";"Departamento en casa o edificio";"Ocupada con personas presentes";"";"Hormigón (losa, cemento)";"Bueno";"Ladrillo o bloque";"Bueno";"Cerámica, baldosa, vinil o porcelanato";"Bueno";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";3;"Si";1;"rural";"Cuenca";"Ricaurte";101620030050043;1;1;3;"Ocupada";"Tres cuartos";"No"
"Azuay";1;62;3;5;81;"Carretera";"Departamento en casa o edificio";"Ocupada con personas presentes";"";"Fibrocemento, asbesto (eternit, eurolit)";"Regular";"Ladrillo o bloque";"Regular";"Tabla sin tratar";"Regular";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";3;"Si";1;"rural";"Cuenca";"Ricaurte";101620030050081;0;1;2;"Ocupada";"Tres cuartos";"No"
"Azuay";1;62;3;7;116;"Calle";"Departamento en casa o edificio";"Ocupada con personas presentes";"";"Fibrocemento, asbesto (eternit, eurolit)";"Bueno";"Ladrillo o bloque";"Bueno";"Cerámica, baldosa, vinil o porcelanato";"Bueno";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";5;"Si";1;"rural";"Cuenca";"Ricaurte";101620030070116;0;1;4;"Ocupada";"Cinco cuartos";"No"
"Azuay";1;62;3;8;7;"Callejon";"Departamento en casa o edificio";"Ocupada con personas presentes";"";"Hormigón (losa, cemento)";"Regular";"Ladrillo o bloque";"Regular";"Duela, parquet, tablón o piso flotante";"Regular";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";3;"Si";1;"rural";"Cuenca";"Ricaurte";101620030080007;0;1;3;"Ocupada";"Tres cuartos";"No"
"Azuay";1;62;3;8;31;"Calle";"Departamento en casa o edificio";"Ocupada con personas presentes";"";"Fibrocemento, asbesto (eternit, eurolit)";"Regular";"Ladrillo o bloque";"Bueno";"Cerámica, baldosa, vinil o porcelanato";"Bueno";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";4;"Si";1;"rural";"Cuenca";"Ricaurte";101620030080031;0;1;3;"Ocupada";"Cuatro cuartos";"No"
"Azuay";1;62;4;1;101;"Avenida";"Departamento en casa o edificio";"Ocupada con personas presentes";"";"Fibrocemento, asbesto (eternit, eurolit)";"Bueno";"Panel prefabricado (yeso, fibrocemento, etc.)";"Bueno";"Cerámica, baldosa, vinil o porcelanato";"Bueno";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";6;"Si";1;"rural";"Cuenca";"Ricaurte";101620040010101;1;1;3;"Ocupada";"Seis o más cuartos";"No"
"Azuay";1;62;4;3;21;"Calle";"Departamento en casa o edificio";"Ocupada con personas presentes";"";"Fibrocemento, asbesto (eternit, eurolit)";"Bueno";"Ladrillo o bloque";"Bueno";"Duela, parquet, tablón o piso flotante";"Bueno";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";4;"Si";1;"rural";"Cuenca";"Ricaurte";101620040030021;0;3;1;"Ocupada";"Cuatro cuartos";"No"
"Azuay";1;62;4;6;48;"Calle";"Mediagua";"Ocupada con personas presentes";"";"Fibrocemento, asbesto (eternit, eurolit)";"Bueno";"Ladrillo o bloque";"Bueno";"Cerámica, baldosa, vinil o porcelanato";"Bueno";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";2;"Si";1;"rural";"Cuenca";"Ricaurte";101620040060048;0;1;3;"Ocupada";"Dos cuartos";"No"
"Azuay";1;62;4;6;50;"Calle";"Departamento en casa o edificio";"Ocupada con personas presentes";"";"Zinc, aluminio (lámina o plancha metálica)";"Bueno";"Ladrillo o bloque";"Bueno";"Cerámica, baldosa, vinil o porcelanato";"Bueno";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";1;"Si";1;"rural";"Cuenca";"Ricaurte";101620040060050;0;1;2;"Ocupada";"Un cuarto";"No"
"Azuay";1;62;4;6;81;"Calle";"Departamento en casa o edificio";"Ocupada con personas presentes";"";"Hormigón (losa, cemento)";"Bueno";"Ladrillo o bloque";"Bueno";"Cerámica, baldosa, vinil o porcelanato";"Regular";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";5;"Si";1;"rural";"Cuenca";"Ricaurte";101620040060081;0;1;3;"Ocupada";"Cinco cuartos";"No"
"Azuay";1;62;4;6;82;"Pasaje";"Departamento en casa o edificio";"Ocupada con personas presentes";"";"Fibrocemento, asbesto (eternit, eurolit)";"Malo";"Ladrillo o bloque";"Regular";"Cerámica, baldosa, vinil o porcelanato";"Bueno";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";6;"Si";1;"rural";"Cuenca";"Ricaurte";101620040060082;0;2;4;"Ocupada";"Seis o más cuartos";"No"
"Azuay";1;62;4;7;32;"Calle";"Departamento en casa o edificio";"Ocupada con personas presentes";"";"Hormigón (losa, cemento)";"Bueno";"Ladrillo o bloque";"Bueno";"Duela, parquet, tablón o piso flotante";"Bueno";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";4;"Si";1;"rural";"Cuenca";"Ricaurte";101620040070032;0;1;4;"Ocupada";"Cuatro cuartos";"No"
"Azuay";1;62;4;7;48;"Calle";"Departamento en casa o edificio";"Ocupada con personas presentes";"";"Fibrocemento, asbesto (eternit, eurolit)";"Regular";"Ladrillo o bloque";"Bueno";"Duela, parquet, tablón o piso flotante";"Bueno";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";2;"Si";1;"rural";"Cuenca";"Ricaurte";101620040070048;0;1;4;"Ocupada";"Dos cuartos";"No"
"Azuay";1;62;4;7;49;"Calle";"Departamento en casa o edificio";"Ocupada con personas presentes";"";"Teja";"Bueno";"Ladrillo o bloque";"Bueno";"Tabla sin tratar";"Bueno";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";4;"Si";1;"rural";"Cuenca";"Ricaurte";101620040070049;0;2;3;"Ocupada";"Cuatro cuartos";"No"
"Azuay";1;62;5;1;32;"Calle";"Departamento en casa o edificio";"Ocupada con personas presentes";"";"Zinc, aluminio (lámina o plancha metálica)";"Regular";"Ladrillo o bloque";"Bueno";"Cerámica, baldosa, vinil o porcelanato";"Regular";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";6;"Si";1;"rural";"Cuenca";"Ricaurte";101620050010032;0;1;3;"Ocupada";"Seis o más cuartos";"No"
"Azuay";1;62;5;1;139;"Calle";"Departamento en casa o edificio";"Ocupada con personas presentes";"";"Fibrocemento, asbesto (eternit, eurolit)";"Bueno";"Ladrillo o bloque";"Bueno";"Duela, parquet, tablón o piso flotante";"Bueno";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";4;"Si";1;"rural";"Cuenca";"Ricaurte";101620050010139;0;3;2;"Ocupada";"Cuatro cuartos";"No"
"Azuay";1;62;5;2;32;"Calle";"Departamento en casa o edificio";"Ocupada con personas presentes";"";"Fibrocemento, asbesto (eternit, eurolit)";"Bueno";"Ladrillo o bloque";"Bueno";"Cerámica, baldosa, vinil o porcelanato";"Bueno";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";1;"Si";1;"rural";"Cuenca";"Ricaurte";101620050020032;0;1;2;"Ocupada";"Un cuarto";"No"
"Azuay";1;62;5;3;15;"Calle";"Departamento en casa o edificio";"Ocupada con personas presentes";"";"Hormigón (losa, cemento)";"Bueno";"Ladrillo o bloque";"Bueno";"Cerámica, baldosa, vinil o porcelanato";"Bueno";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";3;"Si";1;"rural";"Cuenca";"Ricaurte";101620050030015;0;1;2;"Ocupada";"Tres cuartos";"No"
"Azuay";1;62;5;6;19;"Carretera";"Departamento en casa o edificio";"Ocupada con personas presentes";"";"Zinc, aluminio (lámina o plancha metálica)";"Bueno";"Ladrillo o bloque";"Bueno";"Duela, parquet, tablón o piso flotante";"Bueno";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";4;"Si";1;"rural";"Cuenca";"Ricaurte";101620050060019;0;1;5;"Ocupada";"Cuatro cuartos";"No"
"Azuay";1;62;5;6;118;"Calle";"Departamento en casa o edificio";"Ocupada con personas presentes";"";"Hormigón (losa, cemento)";"Regular";"Ladrillo o bloque";"Regular";"Cerámica, baldosa, vinil o porcelanato";"Regular";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";3;"Si";1;"rural";"Cuenca";"Ricaurte";101620050060118;0;1;1;"Ocupada";"Tres cuartos";"No"
"Azuay";1;62;5;7;108;"Callejon";"Departamento en casa o edificio";"Ocupada con personas presentes";"";"Fibrocemento, asbesto (eternit, eurolit)";"Bueno";"Ladrillo o bloque";"Regular";"Duela, parquet, tablón o piso flotante";"Regular";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";2;"Si";1;"rural";"Cuenca";"Ricaurte";101620050070108;1;1;5;"Ocupada";"Dos cuartos";"No"
"Azuay";1;62;5;7;182;"Calle";"Departamento en casa o edificio";"Ocupada con personas presentes";"";"Hormigón (losa, cemento)";"Bueno";"Ladrillo o bloque";"Bueno";"Cerámica, baldosa, vinil o porcelanato";"Bueno";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";4;"Si";1;"rural";"Cuenca";"Ricaurte";101620050070182;0;1;4;"Ocupada";"Cuatro cuartos";"No"
"Azuay";1;62;999;2;67;"Camino";"Departamento en casa o edificio";"Ocupada con personas presentes";"";"Hormigón (losa, cemento)";"Bueno";"Ladrillo o bloque";"Bueno";"Ladrillo o cemento";"Malo";"Por tubería, fuera de la vivienda pero dentro del edificio, lote o terreno";"Juntas de Agua/Organizaciones comunitarias/GAD parroquial";"Inodoro o escusado, conectado a pozo séptico";"Si";"No dispone";"Por carro recolector";2;"Si";1;"rural";"Cuenca";"Ricaurte";101629990020067;0;1;4;"Ocupada";"Dos cuartos";"No"
"Azuay";1;62;999;5;29;"Camino";"Departamento en casa o edificio";"Ocupada con personas presentes";"";"Zinc, aluminio (lámina o plancha metálica)";"Malo";"Ladrillo o bloque";"Bueno";"Ladrillo o cemento";"Bueno";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a pozo séptico";"Si";"No dispone";"Por carro recolector";4;"Si";1;"rural";"Cuenca";"Ricaurte";101629990050029;0;1;4;"Ocupada";"Cuatro cuartos";"No"
"Azuay";1;62;999;7;47;"Carretera";"Mediagua";"Ocupada con personas presentes";"";"Fibrocemento, asbesto (eternit, eurolit)";"Bueno";"Ladrillo o bloque";"Bueno";"Ladrillo o cemento";"Bueno";"Por tubería, fuera de la vivienda pero dentro del edificio, lote o terreno";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";1;"Si";1;"rural";"Cuenca";"Ricaurte";101629990070047;1;1;1;"Ocupada";"Un cuarto";"No"
"Azuay";1;62;999;13;19;"Sendero";"Mediagua";"Ocupada con personas presentes";"";"Zinc, aluminio (lámina o plancha metálica)";"Regular";"Madera";"Bueno";"Tabla sin tratar";"Bueno";"No recibe agua por tubería, sino por otros medios";"Otras fuentes (río, vertiente, acequia, canal, grieta o agua lluvia)";"Inodoro o escusado, conectado a pozo séptico";"Si";"No dispone";"La quema";2;"Si";1;"rural";"Cuenca";"Ricaurte";101629990130019;0;2;2;"Ocupada";"Dos cuartos";"No"
"Azuay";1;62;999;14;44;"Calle";"Cuarto/s en casa de inquilinato";"Ocupada con personas presentes";"";"Zinc, aluminio (lámina o plancha metálica)";"Malo";"Madera";"Regular";"Tabla sin tratar";"Regular";"Por tubería, fuera de la vivienda pero dentro del edificio, lote o terreno";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a pozo séptico";"Si";"No dispone";"Por carro recolector";2;"Si";1;"rural";"Cuenca";"Ricaurte";101629990140044;0;3;1;"Ocupada";"Dos cuartos";"No"
"Azuay";1;62;999;17;74;"Carretera";"Departamento en casa o edificio";"Ocupada con personas presentes";"";"Fibrocemento, asbesto (eternit, eurolit)";"Regular";"Ladrillo o bloque";"Regular";"Duela, parquet, tablón o piso flotante";"Bueno";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";2;"Si";1;"rural";"Cuenca";"Ricaurte";101629990170074;0;2;5;"Ocupada";"Dos cuartos";"No"
"Azuay";1;62;999;19;60;"Camino";"Mediagua";"Ocupada con personas presentes";"";"Fibrocemento, asbesto (eternit, eurolit)";"Regular";"Ladrillo o bloque";"Regular";"Cerámica, baldosa, vinil o porcelanato";"Regular";"No recibe agua por tubería, sino por otros medios";"Otras fuentes (río, vertiente, acequia, canal, grieta o agua lluvia)";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";2;"Si";1;"rural";"Cuenca";"Ricaurte";101629990190060;0;1;1;"Ocupada";"Dos cuartos";"No"
