Provincia;Identificador_Canton;Identificador_Parroquia;Zona;Sector;Numero_vivienda;Tipo_via;Tipo_vivienda;Condicion_ocupacion_vivienda_particular;Condicion_ocupacion_vivienda_colectiva;Material_predominante_techo_o_cubierta;Estado_techo_o_cubierta;Material_predominante_paredes_exteriores;Estado_paredes_exteriores;Material_predominante_piso;Estado_piso;El_agua_que_recibe_la_vivienda_es;El_agua_que_recibe_la_vivienda_proviene_o_es_suministrada_por;El_servicio_higienico_de_la_vivienda_es;Disponibilidad_de_energia_electrica_por_red_publica;Disponibilidad_de_otra_fuente_de_energia_electrica;Eliminacion_de_la_basura;Numero_cuartos;Todas_las_personas_comparten_un_mismo_gasto_para_la_alimentacion;Numero_hogares;Area_urbana_o_rural;CANTON;PARROQ;ID_VIV;Total_fallecidos_de_la_vivienda;Total_emigrantes_de_la_vivienda;Total_personas_de_la_vivienda;Condicion_ocupacion_de_la_vivienda_particular(recodificada);Numero_cuartos(recodificada);Registro_imputado_en_vivienda_ocupada_con_personas_ausentes
"Azuay";1;62;1;6;229;"Calle";"Casa/villa";"Ocupada con personas presentes";"";"Hormigón (losa, cemento)";"Bueno";"Ladrillo o bloque";"Bueno";"Duela, parquet, tablón o piso flotante";"Bueno";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";4;"Si";1;"rural";"Cuenca";"Ricaurte";101620010060229;0;0;2;"Ocupada";"Cuatro cuartos";"No"
"Azuay";1;62;2;2;56;"Calle";"Casa/villa";"Ocupada con personas presentes";"";"Hormigón (losa, cemento)";"Bueno";"Ladrillo o bloque";"Bueno";"Duela, parquet, tablón o piso flotante";"Bueno";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";5;"Si";1;"rural";"Cuenca";"Ricaurte";101620020020056;0;0;3;"Ocupada";"Cinco cuartos";"No"
"Azuay";1;62;2;2;83;"Calle";"Casa/villa";"Ocupada con personas presentes";"";"Hormigón (losa, cemento)";"Bueno";"Ladrillo o bloque";"Bueno";"Duela, parquet, tablón o piso flotante";"Bueno";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";3;"Si";1;"rural";"Cuenca";"Ricaurte";101620020020083;0;0;2;"Ocupada";"Tres cuartos";"No"
"Azuay";1;62;2;2;89;"Calle";"Casa/villa";"Ocupada con personas presentes";"";"Teja";"Bueno";"Ladrillo o bloque";"Bueno";"Duela, parquet, tablón o piso flotante";"Bueno";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";4;"Si";1;"rural";"Cuenca";"Ricaurte";101620020020089;0;0;3;"Ocupada";"Cuatro cuartos";"No"
"Azuay";1;62;2;2;102;"Calle";"Casa/villa";"Ocupada con personas presentes";"";"Hormigón (losa, cemento)";"Regular";"Ladrillo o bloque";"Bueno";"Duela, parquet, tablón o piso flotante";"Bueno";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";6;"Si";1;"rural";"Cuenca";"Ricaurte";101620020020102;0;0;3;"Ocupada";"Seis o más cuartos";"No"
"Azuay";1;62;2;2;117;"Calle";"Casa/villa";"Ocupada con personas presentes";"";"Teja";"Bueno";"Ladrillo o bloque";"Bueno";"Duela, parquet, tablón o piso flotante";"Bueno";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";8;"Si";1;"rural";"Cuenca";"Ricaurte";101620020020117;0;0;8;"Ocupada";"Seis o más cuartos";"No"
"Azuay";1;62;2;2;124;"Calle";"Casa/villa";"Ocupada con personas presentes";"";"Zinc, aluminio (lámina o plancha metálica)";"Bueno";"Ladrillo o bloque";"Bueno";"Duela, parquet, tablón o piso flotante";"Bueno";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";4;"Si";1;"rural";"Cuenca";"Ricaurte";101620020020124;0;0;3;"Ocupada";"Cuatro cuartos";"No"
"Azuay";1;62;2;2;137;"Calle";"Casa/villa";"Ocupada con personas presentes";"";"Teja";"Malo";"Ladrillo o bloque";"Bueno";"Duela, parquet, tablón o piso flotante";"Bueno";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";7;"Si";1;"rural";"Cuenca";"Ricaurte";101620020020137;0;0;2;"Ocupada";"Seis o más cuartos";"No"
"Azuay";1;62;2;3;25;"Calle";"Casa/villa";"Ocupada con personas presentes";"";"Teja";"Bueno";"Ladrillo o bloque";"Bueno";"Duela, parquet, tablón o piso flotante";"Bueno";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";6;"Si";1;"rural";"Cuenca";"Ricaurte";101620020030025;0;0;4;"Ocupada";"Seis o más cuartos";"No"
"Azuay";1;62;2;5;13;"Calle";"Casa/villa";"Ocupada con personas presentes";"";"Hormigón (losa, cemento)";"Bueno";"Ladrillo o bloque";"Bueno";"Duela, parquet, tablón o piso flotante";"Bueno";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";6;"Si";1;"rural";"Cuenca";"Ricaurte";101620020050013;0;0;4;"Ocupada";"Seis o más cuartos";"No"
"Azuay";1;62;2;6;38;"Calle";"Casa/villa";"Ocupada con personas presentes";"";"Hormigón (losa, cemento)";"Bueno";"Ladrillo o bloque";"Bueno";"Duela, parquet, tablón o piso flotante";"Bueno";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";5;"Si";1;"rural";"Cuenca";"Ricaurte";101620020060038;0;0;4;"Ocupada";"Cinco cuartos";"No"
"Azuay";1;62;2;6;40;"Calle";"Casa/villa";"Ocupada con personas presentes";"";"Teja";"Bueno";"Ladrillo o bloque";"Bueno";"Duela, parquet, tablón o piso flotante";"Bueno";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";5;"Si";1;"rural";"Cuenca";"Ricaurte";101620020060040;0;0;3;"Ocupada";"Cinco cuartos";"No"
"Azuay";1;62;2;6;107;"Calle";"Casa/villa";"Ocupada con personas presentes";"";"Hormigón (losa, cemento)";"Bueno";"Ladrillo o bloque";"Bueno";"Duela, parquet, tablón o piso flotante";"Bueno";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";6;"Si";1;"rural";"Cuenca";"Ricaurte";101620020060107;0;0;4;"Ocupada";"Seis o más cuartos";"No"
"Azuay";1;62;2;7;8;"Calle";"Casa/villa";"Ocupada con personas presentes";"";"Teja";"Bueno";"Ladrillo o bloque";"Bueno";"Duela, parquet, tablón o piso flotante";"Bueno";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";7;"Si";1;"rural";"Cuenca";"Ricaurte";101620020070008;0;0;2;"Ocupada";"Seis o más cuartos";"No"
"Azuay";1;62;2;7;28;"Calle";"Casa/villa";"Ocupada con personas presentes";"";"Hormigón (losa, cemento)";"Bueno";"Ladrillo o bloque";"Bueno";"Duela, parquet, tablón o piso flotante";"Bueno";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";3;"Si";1;"rural";"Cuenca";"Ricaurte";101620020070028;0;0;4;"Ocupada";"Tres cuartos";"No"
"Azuay";1;62;2;7;38;"Calle";"Casa/villa";"Ocupada con personas presentes";"";"Zinc, aluminio (lámina o plancha metálica)";"Bueno";"Ladrillo o bloque";"Bueno";"Duela, parquet, tablón o piso flotante";"Bueno";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";5;"Si";1;"rural";"Cuenca";"Ricaurte";101620020070038;0;0;5;"Ocupada";"Cinco cuartos";"No"
"Azuay";1;62;2;7;69;"Calle";"Casa/villa";"Ocupada con personas presentes";"";"Teja";"Bueno";"Ladrillo o bloque";"Bueno";"Duela, parquet, tablón o piso flotante";"Bueno";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";7;"Si";1;"rural";"Cuenca";"Ricaurte";101620020070069;0;0;3;"Ocupada";"Seis o más cuartos";"No"
"Azuay";1;62;2;7;140;"Calle";"Casa/villa";"Ocupada con personas presentes";"";"Hormigón (losa, cemento)";"Bueno";"Ladrillo o bloque";"Bueno";"Duela, parquet, tablón o piso flotante";"Bueno";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";3;"Si";1;"rural";"Cuenca";"Ricaurte";101620020070140;0;0;6;"Ocupada";"Tres cuartos";"No"
"Azuay";1;62;2;7;154;"Calle";"Casa/villa";"Ocupada con personas presentes";"";"Zinc, aluminio (lámina o plancha metálica)";"Bueno";"Ladrillo o bloque";"Bueno";"Duela, parquet, tablón o piso flotante";"Bueno";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";6;"Si";1;"rural";"Cuenca";"Ricaurte";101620020070154;0;0;5;"Ocupada";"Seis o más cuartos";"No"
"Azuay";1;62;2;8;11;"Calle";"Casa/villa";"Ocupada con personas presentes";"";"Teja";"Regular";"Ladrillo o bloque";"Regular";"Duela, parquet, tablón o piso flotante";"Bueno";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";5;"Si";1;"rural";"Cuenca";"Ricaurte";101620020080011;0;0;4;"Ocupada";"Cinco cuartos";"No"
"Azuay";1;62;2;8;28;"Calle";"Casa/villa";"Ocupada con personas presentes";"";"Teja";"Regular";"Ladrillo o bloque";"Regular";"Duela, parquet, tablón o piso flotante";"Bueno";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";6;"Si";1;"rural";"Cuenca";"Ricaurte";101620020080028;0;0;4;"Ocupada";"Seis o más cuartos";"No"
"Azuay";1;62;3;1;9;"Calle";"Casa/villa";"Ocupada con personas presentes";"";"Teja";"Bueno";"Ladrillo o bloque";"Bueno";"Duela, parquet, tablón o piso flotante";"Bueno";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";8;"Si";1;"rural";"Cuenca";"Ricaurte";101620030010009;0;0;3;"Ocupada";"Seis o más cuartos";"No"
"Azuay";1;62;3;2;74;"Calle";"Casa/villa";"Ocupada con personas presentes";"";"Zinc, aluminio (lámina o plancha metálica)";"Bueno";"Ladrillo o bloque";"Bueno";"Duela, parquet, tablón o piso flotante";"Bueno";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";5;"Si";1;"rural";"Cuenca";"Ricaurte";101620030020074;0;0;5;"Ocupada";"Cinco cuartos";"No"
"Azuay";1;62;3;3;5;"Calle";"Casa/villa";"Ocupada con personas presentes";"";"Teja";"Bueno";"Ladrillo o bloque";"Bueno";"Duela, parquet, tablón o piso flotante";"Bueno";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";6;"Si";1;"rural";"Cuenca";"Ricaurte";101620030030005;0;0;3;"Ocupada";"Seis o más cuartos";"No"
"Azuay";1;62;3;3;12;"Calle";"Casa/villa";"Ocupada con personas presentes";"";"Teja";"Bueno";"Ladrillo o bloque";"Bueno";"Duela, parquet, tablón o piso flotante";"Bueno";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";7;"Si";1;"rural";"Cuenca";"Ricaurte";101620030030012;0;0;1;"Ocupada";"Seis o más cuartos";"No"
"Azuay";1;62;3;4;17;"Calle";"Casa/villa";"Ocupada con personas presentes";"";"Teja";"Bueno";"Ladrillo o bloque";"Bueno";"Duela, parquet, tablón o piso flotante";"Bueno";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";6;"Si";1;"rural";"Cuenca";"Ricaurte";101620030040017;0;0;4;"Ocupada";"Seis o más cuartos";"No"
"Azuay";1;62;3;4;18;"Calle";"Casa/villa";"Ocupada con personas presentes";"";"Teja";"Bueno";"Ladrillo o bloque";"Bueno";"Duela, parquet, tablón o piso flotante";"Bueno";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";6;"Si";1;"rural";"Cuenca";"Ricaurte";101620030040018;0;0;2;"Ocupada";"Seis o más cuartos";"No"
"Azuay";1;62;3;4;23;"Calle";"Casa/villa";"Ocupada con personas presentes";"";"Teja";"Bueno";"Ladrillo o bloque";"Bueno";"Duela, parquet, tablón o piso flotante";"Bueno";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";6;"Si";1;"rural";"Cuenca";"Ricaurte";101620030040023;0;0;6;"Ocupada";"Seis o más cuartos";"No"
"Azuay";1;62;3;4;105;"Calle";"Casa/villa";"Ocupada con personas presentes";"";"Teja";"Bueno";"Ladrillo o bloque";"Bueno";"Duela, parquet, tablón o piso flotante";"Bueno";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";6;"Si";1;"rural";"Cuenca";"Ricaurte";101620030040105;0;0;4;"Ocupada";"Seis o más cuartos";"No"
"Azuay";1;62;3;5;99;"Calle";"Casa/villa";"Ocupada con personas presentes";"";"Teja";"Bueno";"Ladrillo o bloque";"Bueno";"Duela, parquet, tablón o piso flotante";"Bueno";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";5;"Si";1;"rural";"Cuenca";"Ricaurte";101620030050099;0;0;5;"Ocupada";"Cinco cuartos";"No"
"Azuay";1;62;3;5;100;"Calle";"Casa/villa";"Ocupada con personas presentes";"";"Teja";"Bueno";"Ladrillo o bloque";"Bueno";"Duela, parquet, tablón o piso flotante";"Bueno";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";7;"Si";1;"rural";"Cuenca";"Ricaurte";101620030050100;0;0;3;"Ocupada";"Seis o más cuartos";"No"
"Azuay";1;62;3;6;57;"Calle";"Casa/villa";"Ocupada con personas presentes";"";"Zinc, aluminio (lámina o plancha metálica)";"Bueno";"Ladrillo o bloque";"Bueno";"Duela, parquet, tablón o piso flotante";"Bueno";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";4;"Si";1;"rural";"Cuenca";"Ricaurte";101620030060057;0;0;1;"Ocupada";"Cuatro cuartos";"No"
"Azuay";1;62;3;6;58;"Calle";"Casa/villa";"Ocupada con personas presentes";"";"Teja";"Bueno";"Ladrillo o bloque";"Bueno";"Duela, parquet, tablón o piso flotante";"Bueno";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";5;"Si";1;"rural";"Cuenca";"Ricaurte";101620030060058;0;0;2;"Ocupada";"Cinco cuartos";"No"
"Azuay";1;62;3;7;72;"Calle";"Casa/villa";"Ocupada con personas presentes";"";"Hormigón (losa, cemento)";"Bueno";"Ladrillo o bloque";"Regular";"Duela, parquet, tablón o piso flotante";"Bueno";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";4;"Si";1;"rural";"Cuenca";"Ricaurte";101620030070072;0;0;5;"Ocupada";"Cuatro cuartos";"No"
"Azuay";1;62;3;7;154;"Calle";"Casa/villa";"Ocupada con personas presentes";"";"Zinc, aluminio (lámina o plancha metálica)";"Bueno";"Ladrillo o bloque";"Bueno";"Duela, parquet, tablón o piso flotante";"Bueno";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";4;"Si";1;"rural";"Cuenca";"Ricaurte";101620030070154;0;0;4;"Ocupada";"Cuatro cuartos";"No"
"Azuay";1;62;3;8;61;"Calle";"Casa/villa";"Ocupada con personas presentes";"";"Hormigón (losa, cemento)";"Bueno";"Ladrillo o bloque";"Bueno";"Duela, parquet, tablón o piso flotante";"Bueno";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";6;"Si";1;"rural";"Cuenca";"Ricaurte";101620030080061;0;0;4;"Ocupada";"Seis o más cuartos";"No"
"Azuay";1;62;3;8;79;"Calle";"Casa/villa";"Ocupada con personas presentes";"";"Hormigón (losa, cemento)";"Bueno";"Ladrillo o bloque";"Bueno";"Duela, parquet, tablón o piso flotante";"Bueno";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";5;"Si";1;"rural";"Cuenca";"Ricaurte";101620030080079;0;0;3;"Ocupada";"Cinco cuartos";"No"
"Azuay";1;62;3;8;128;"Calle";"Casa/villa";"Ocupada con personas presentes";"";"Hormigón (losa, cemento)";"Bueno";"Ladrillo o bloque";"Bueno";"Duela, parquet, tablón o piso flotante";"Bueno";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";5;"Si";1;"rural";"Cuenca";"Ricaurte";101620030080128;0;0;5;"Ocupada";"Cinco cuartos";"No"
"Azuay";1;62;4;1;60;"Calle";"Casa/villa";"Ocupada con personas presentes";"";"Zinc, aluminio (lámina o plancha metálica)";"Bueno";"Ladrillo o bloque";"Bueno";"Duela, parquet, tablón o piso flotante";"Bueno";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";3;"Si";1;"rural";"Cuenca";"Ricaurte";101620040010060;0;0;4;"Ocupada";"Tres cuartos";"No"
"Azuay";1;62;4;2;21;"Calle";"Casa/villa";"Ocupada con personas presentes";"";"Zinc, aluminio (lámina o plancha metálica)";"Bueno";"Ladrillo o bloque";"Bueno";"Duela, parquet, tablón o piso flotante";"Bueno";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";5;"Si";1;"rural";"Cuenca";"Ricaurte";101620040020021;0;0;3;"Ocupada";"Cinco cuartos";"No"
"Azuay";1;62;4;3;101;"Calle";"Casa/villa";"Ocupada con personas presentes";"";"Teja";"Bueno";"Ladrillo o bloque";"Bueno";"Duela, parquet, tablón o piso flotante";"Bueno";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";3;"Si";1;"rural";"Cuenca";"Ricaurte";101620040030101;0;0;3;"Ocupada";"Tres cuartos";"No"
"Azuay";1;62;4;4;33;"Calle";"Casa/villa";"Ocupada con personas presentes";"";"Teja";"Bueno";"Ladrillo o bloque";"Bueno";"Duela, parquet, tablón o piso flotante";"Bueno";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";5;"Si";1;"rural";"Cuenca";"Ricaurte";101620040040033;0;0;2;"Ocupada";"Cinco cuartos";"No"
"Azuay";1;62;4;4;89;"Calle";"Casa/villa";"Ocupada con personas presentes";"";"Hormigón (losa, cemento)";"Bueno";"Ladrillo o bloque";"Bueno";"Duela, parquet, tablón o piso flotante";"Bueno";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";4;"Si";1;"rural";"Cuenca";"Ricaurte";101620040040089;0;0;4;"Ocupada";"Cuatro cuartos";"No"
"Azuay";1;62;4;4;124;"Calle";"Casa/villa";"Ocupada con personas presentes";"";"Hormigón (losa, cemento)";"Bueno";"Ladrillo o bloque";"Bueno";"Duela, parquet, tablón o piso flotante";"Bueno";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";6;"Si";1;"rural";"Cuenca";"Ricaurte";101620040040124;0;0;4;"Ocupada";"Seis o más cuartos";"No"
"Azuay";1;62;4;4;154;"Calle";"Casa/villa";"Ocupada con personas presentes";"";"Hormigón (losa, cemento)";"Bueno";"Ladrillo o bloque";"Bueno";"Duela, parquet, tablón o piso flotante";"Bueno";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";5;"Si";1;"rural";"Cuenca";"Ricaurte";101620040040154;0;0;4;"Ocupada";"Cinco cuartos";"No"
"Azuay";1;62;4;4;156;"Calle";"Casa/villa";"Ocupada con personas presentes";"";"Hormigón (losa, cemento)";"Bueno";"Ladrillo o bloque";"Bueno";"Duela, parquet, tablón o piso flotante";"Bueno";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";5;"Si";1;"rural";"Cuenca";"Ricaurte";101620040040156;0;0;4;"Ocupada";"Cinco cuartos";"No"
"Azuay";1;62;4;5;68;"Calle";"Casa/villa";"Ocupada con personas presentes";"";"Hormigón (losa, cemento)";"Bueno";"Ladrillo o bloque";"Bueno";"Duela, parquet, tablón o piso flotante";"Bueno";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";4;"Si";1;"rural";"Cuenca";"Ricaurte";101620040050068;0;0;5;"Ocupada";"Cuatro cuartos";"No"
"Azuay";1;62;4;5;76;"Calle";"Casa/villa";"Ocupada con personas presentes";"";"Teja";"Bueno";"Ladrillo o bloque";"Bueno";"Duela, parquet, tablón o piso flotante";"Bueno";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";3;"Si";1;"rural";"Cuenca";"Ricaurte";101620040050076;0;0;2;"Ocupada";"Tres cuartos";"No"
"Azuay";1;62;4;5;119;"Calle";"Casa/villa";"Ocupada con personas presentes";"";"Hormigón (losa, cemento)";"Bueno";"Ladrillo o bloque";"Bueno";"Duela, parquet, tablón o piso flotante";"Bueno";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";4;"Si";1;"rural";"Cuenca";"Ricaurte";101620040050119;0;0;3;"Ocupada";"Cuatro cuartos";"No"
"Azuay";1;62;4;5;120;"Calle";"Casa/villa";"Ocupada con personas presentes";"";"Hormigón (losa, cemento)";"Bueno";"Ladrillo o bloque";"Bueno";"Duela, parquet, tablón o piso flotante";"Bueno";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";4;"Si";1;"rural";"Cuenca";"Ricaurte";101620040050120;0;0;1;"Ocupada";"Cuatro cuartos";"No"
"Azuay";1;62;4;5;121;"Calle";"Casa/villa";"Ocupada con personas presentes";"";"Hormigón (losa, cemento)";"Regular";"Ladrillo o bloque";"Bueno";"Duela, parquet, tablón o piso flotante";"Bueno";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";4;"Si";1;"rural";"Cuenca";"Ricaurte";101620040050121;0;0;3;"Ocupada";"Cuatro cuartos";"No"
"Azuay";1;62;4;5;145;"Calle";"Casa/villa";"Ocupada con personas presentes";"";"Hormigón (losa, cemento)";"Bueno";"Ladrillo o bloque";"Bueno";"Duela, parquet, tablón o piso flotante";"Bueno";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";4;"Si";1;"rural";"Cuenca";"Ricaurte";101620040050145;0;0;3;"Ocupada";"Cuatro cuartos";"No"
"Azuay";1;62;4;5;163;"Calle";"Casa/villa";"Ocupada con personas presentes";"";"Hormigón (losa, cemento)";"Bueno";"Ladrillo o bloque";"Bueno";"Duela, parquet, tablón o piso flotante";"Bueno";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";4;"Si";1;"rural";"Cuenca";"Ricaurte";101620040050163;0;0;2;"Ocupada";"Cuatro cuartos";"No"
"Azuay";1;62;4;5;215;"Calle";"Casa/villa";"Ocupada con personas presentes";"";"Hormigón (losa, cemento)";"Bueno";"Ladrillo o bloque";"Bueno";"Duela, parquet, tablón o piso flotante";"Bueno";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";4;"Si";1;"rural";"Cuenca";"Ricaurte";101620040050215;0;0;3;"Ocupada";"Cuatro cuartos";"No"
"Azuay";1;62;4;5;252;"Calle";"Casa/villa";"Ocupada con personas presentes";"";"Teja";"Bueno";"Ladrillo o bloque";"Bueno";"Duela, parquet, tablón o piso flotante";"Bueno";"Por tubería, dentro de la vivienda";"Empresa Pública/Municipio";"Inodoro o escusado, conectado a red pública de alcantarillado";"Si";"No dispone";"Por carro recolector";5;"Si";1;"rural";"Cuenca";"Ricaurte";101620040050252;0;0;6;"Ocupada";"Cinco cuartos";"No"
