Provincia;Identificador_Canton;Identificador_Parroquia;Zona;Sector;Numero_vivienda;Numero_hogar;Numero_persona_emigrante;Año_salida;Sexo_emigrante;Edad_salida;pais_actual_residencia;Area_urbana_o_rural;CANTON;PARROQ;ID_VIV;ID_HOG;ID_EMI
"Azuay";1;62;2;8;84;1;2;2021;"Mujer";999;881840;"Area rural";"Cuenca";"Ricaurte";101620020080084;10162002008008401;1016200200800840102
"Azuay";1;62;3;1;17;1;2;2021;"Mujer";42;881840;"Area rural";"Cuenca";"Ricaurte";101620030010017;10162003001001701;1016200300100170102
"Azuay";1;62;3;1;41;1;2;2021;"Mujer";27;881840;"Area rural";"Cuenca";"Ricaurte";101620030010041;10162003001004101;1016200300100410102
"Azuay";1;62;3;1;95;1;2;2022;"Mujer";25;881840;"Area rural";"Cuenca";"Ricaurte";101620030010095;10162003001009501;1016200300100950102
"Azuay";1;62;3;1;119;1;2;2021;"Mujer";50;881840;"Area rural";"Cuenca";"Ricaurte";101620030010119;10162003001011901;1016200300101190102
"Azuay";1;62;3;2;78;1;2;2020;"Mujer";25;881840;"Area rural";"Cuenca";"Ricaurte";101620030020078;10162003002007801;1016200300200780102
"Azuay";1;62;3;3;84;1;2;2012;"Mujer";50;881840;"Area rural";"Cuenca";"Ricaurte";101620030030084;10162003003008401;1016200300300840102
"Azuay";1;62;3;7;83;1;2;2021;"Mujer";37;881840;"Area rural";"Cuenca";"Ricaurte";101620030070083;10162003007008301;1016200300700830102
"Azuay";1;62;3;8;59;1;2;2022;"Mujer";35;881840;"Area rural";"Cuenca";"Ricaurte";101620030080059;10162003008005901;1016200300800590102
"Azuay";1;62;3;8;88;1;2;2019;"Hombre";18;881840;"Area rural";"Cuenca";"Ricaurte";101620030080088;10162003008008801;1016200300800880102
"Azuay";1;62;4;1;8;1;2;2021;"Mujer";20;881840;"Area rural";"Cuenca";"Ricaurte";101620040010008;10162004001000801;1016200400100080102
"Azuay";1;62;4;3;2;1;2;2021;"Hombre";22;881840;"Area rural";"Cuenca";"Ricaurte";101620040030002;10162004003000201;1016200400300020102
"Azuay";1;62;4;4;6;1;2;2010;"Mujer";49;881840;"Area rural";"Cuenca";"Ricaurte";101620040040006;10162004004000601;1016200400400060102
"Azuay";1;62;4;4;26;1;2;2022;"Mujer";22;881840;"Area rural";"Cuenca";"Ricaurte";101620040040026;10162004004002601;1016200400400260102
"Azuay";1;62;4;4;39;1;2;2021;"Mujer";32;881840;"Area rural";"Cuenca";"Ricaurte";101620040040039;10162004004003901;1016200400400390102
"Azuay";1;62;4;5;264;1;2;2019;"Mujer";11;881840;"Area rural";"Cuenca";"Ricaurte";101620040050264;10162004005026401;1016200400502640102
"Azuay";1;62;4;6;74;1;2;2014;"Hombre";36;881840;"Area rural";"Cuenca";"Ricaurte";101620040060074;10162004006007401;1016200400600740102
"Azuay";1;62;4;6;82;1;2;2022;"Hombre";20;881840;"Area rural";"Cuenca";"Ricaurte";101620040060082;10162004006008201;1016200400600820102
"Azuay";1;62;4;6;122;1;2;2021;"Hombre";33;881840;"Area rural";"Cuenca";"Ricaurte";101620040060122;10162004006012201;1016200400601220102
"Azuay";1;62;4;6;139;1;2;2021;"Hombre";6;881840;"Area rural";"Cuenca";"Ricaurte";101620040060139;10162004006013901;1016200400601390102
"Azuay";1;62;4;7;49;1;2;2020;"Mujer";27;881840;"Area rural";"Cuenca";"Ricaurte";101620040070049;10162004007004901;1016200400700490102
"Azuay";1;62;4;7;105;1;2;2022;"Hombre";9;881840;"Area rural";"Cuenca";"Ricaurte";101620040070105;10162004007010501;1016200400701050102
"Azuay";1;62;4;7;113;1;2;2019;"Mujer";30;881840;"Area rural";"Cuenca";"Ricaurte";101620040070113;10162004007011301;1016200400701130102
"Azuay";1;62;5;1;139;1;2;2021;"Mujer";18;881840;"Area rural";"Cuenca";"Ricaurte";101620050010139;10162005001013901;1016200500101390102
"Azuay";1;62;5;2;54;1;2;2020;"Mujer";28;881840;"Area rural";"Cuenca";"Ricaurte";101620050020054;10162005002005401;1016200500200540102
"Azuay";1;62;5;2;88;1;2;2022;"Mujer";71;881840;"Area rural";"Cuenca";"Ricaurte";101620050020088;10162005002008801;1016200500200880102
"Azuay";1;62;5;2;112;1;2;2014;"Hombre";18;881840;"Area rural";"Cuenca";"Ricaurte";101620050020112;10162005002011201;1016200500201120102
"Azuay";1;62;5;2;118;1;2;2018;"Hombre";35;881840;"Area rural";"Cuenca";"Ricaurte";101620050020118;10162005002011801;1016200500201180102
"Azuay";1;62;5;4;23;1;2;2022;"Hombre";999;881840;"Area rural";"Cuenca";"Ricaurte";101620050040023;10162005004002301;1016200500400230102
"Azuay";1;62;5;6;142;1;2;2021;"Hombre";24;881840;"Area rural";"Cuenca";"Ricaurte";101620050060142;10162005006014201;1016200500601420102
"Azuay";1;62;5;7;1;1;2;2020;"Mujer";17;881840;"Area rural";"Cuenca";"Ricaurte";101620050070001;10162005007000101;1016200500700010102
"Azuay";1;62;999;1;8;1;2;2021;"Mujer";22;881840;"Area rural";"Cuenca";"Ricaurte";101629990010008;10162999001000801;1016299900100080102
"Azuay";1;62;999;1;17;1;2;2021;"Hombre";28;881840;"Area rural";"Cuenca";"Ricaurte";101629990010017;10162999001001701;1016299900100170102
"Azuay";1;62;999;3;11;1;2;2022;"Hombre";18;881840;"Area rural";"Cuenca";"Ricaurte";101629990030011;10162999003001101;1016299900300110102
"Azuay";1;62;999;4;49;1;2;2018;"Mujer";29;881840;"Area rural";"Cuenca";"Ricaurte";101629990040049;10162999004004901;1016299900400490102
"Azuay";1;62;999;6;65;1;2;2019;"Hombre";29;881840;"Area rural";"Cuenca";"Ricaurte";101629990060065;10162999006006501;1016299900600650102
"Azuay";1;62;999;6;89;1;2;2022;"Mujer";6;881840;"Area rural";"Cuenca";"Ricaurte";101629990060089;10162999006008901;1016299900600890102
"Azuay";1;62;999;7;6;1;2;2021;"Hombre";23;881840;"Area rural";"Cuenca";"Ricaurte";101629990070006;10162999007000601;1016299900700060102
"Azuay";1;62;999;7;40;1;2;2019;"Hombre";20;881840;"Area rural";"Cuenca";"Ricaurte";101629990070040;10162999007004001;1016299900700400102
"Azuay";1;62;999;7;46;1;2;2022;"Mujer";20;881840;"Area rural";"Cuenca";"Ricaurte";101629990070046;10162999007004601;1016299900700460102
"Azuay";1;62;999;9;20;1;2;2020;"Hombre";28;881840;"Area rural";"Cuenca";"Ricaurte";101629990090020;10162999009002001;1016299900900200102
"Azuay";1;62;999;10;91;1;2;2019;"Hombre";22;881840;"Area rural";"Cuenca";"Ricaurte";101629990100091;10162999010009101;1016299901000910102
"Azuay";1;62;999;13;19;1;2;9999;"Hombre";999;881840;"Area rural";"Cuenca";"Ricaurte";101629990130019;10162999013001901;1016299901300190102
"Azuay";1;62;999;14;20;1;2;2021;"Hombre";5;881840;"Area rural";"Cuenca";"Ricaurte";101629990140020;10162999014002001;1016299901400200102
"Azuay";1;62;999;15;38;1;2;2016;"Mujer";25;881840;"Area rural";"Cuenca";"Ricaurte";101629990150038;10162999015003801;1016299901500380102
"Azuay";1;62;999;15;46;1;2;2021;"Mujer";39;881840;"Area rural";"Cuenca";"Ricaurte";101629990150046;10162999015004601;1016299901500460102
"Azuay";1;62;999;16;29;1;2;2017;"Hombre";999;881840;"Area rural";"Cuenca";"Ricaurte";101629990160029;10162999016002901;1016299901600290102
"Azuay";1;62;999;16;41;1;2;2021;"Mujer";24;881840;"Area rural";"Cuenca";"Ricaurte";101629990160041;10162999016004101;1016299901600410102
"Azuay";1;62;999;16;42;1;2;9999;"Hombre";19;881840;"Area rural";"Cuenca";"Ricaurte";101629990160042;10162999016004201;1016299901600420102
"Azuay";1;62;999;16;52;1;2;2018;"Hombre";30;881840;"Area rural";"Cuenca";"Ricaurte";101629990160052;10162999016005201;1016299901600520102
"Azuay";1;62;999;17;1;1;2;2022;"Hombre";15;881840;"Area rural";"Cuenca";"Ricaurte";101629990170001;10162999017000101;1016299901700010102
"Azuay";1;62;999;17;33;1;2;2022;"Mujer";30;881840;"Area rural";"Cuenca";"Ricaurte";101629990170033;10162999017003301;1016299901700330102
"Azuay";1;62;999;17;74;1;2;2022;"Hombre";21;881840;"Area rural";"Cuenca";"Ricaurte";101629990170074;10162999017007401;1016299901700740102
"Azuay";1;62;999;17;76;1;2;2021;"Mujer";30;881840;"Area rural";"Cuenca";"Ricaurte";101629990170076;10162999017007601;1016299901700760102
"Azuay";1;62;999;18;30;1;2;2020;"Hombre";18;881840;"Area rural";"Cuenca";"Ricaurte";101629990180030;10162999018003001;1016299901800300102
"Azuay";1;62;999;18;40;1;2;2021;"Mujer";19;881840;"Area rural";"Cuenca";"Ricaurte";101629990180040;10162999018004001;1016299901800400102
"Azuay";1;62;999;18;49;1;2;2022;"Hombre";38;881840;"Area rural";"Cuenca";"Ricaurte";101629990180049;10162999018004901;1016299901800490102
"Azuay";1;62;999;18;50;1;2;2021;"Mujer";49;881840;"Area rural";"Cuenca";"Ricaurte";101629990180050;10162999018005001;1016299901800500102
"Azuay";1;62;999;19;49;1;2;2021;"Hombre";32;881840;"Area rural";"Cuenca";"Ricaurte";101629990190049;10162999019004901;1016299901900490102
"Azuay";1;62;999;19;57;1;2;2020;"Hombre";999;881840;"Area rural";"Cuenca";"Ricaurte";101629990190057;10162999019005701;1016299901900570102
"Azuay";1;62;999;19;61;1;2;2021;"Mujer";999;881840;"Area rural";"Cuenca";"Ricaurte";101629990190061;10162999019006101;1016299901900610102
"Azuay";1;62;999;20;11;1;2;2022;"Hombre";35;881840;"Area rural";"Cuenca";"Ricaurte";101629990200011;10162999020001101;1016299902000110102
"Azuay";1;62;999;20;50;1;2;2022;"Hombre";35;881840;"Area rural";"Cuenca";"Ricaurte";101629990200050;10162999020005001;1016299902000500102
"Azuay";1;62;999;21;71;1;2;2021;"Hombre";23;881840;"Area rural";"Cuenca";"Ricaurte";101629990210071;10162999021007101;1016299902100710102
"Azuay";1;62;999;22;65;1;2;2021;"Mujer";18;881840;"Area rural";"Cuenca";"Ricaurte";101629990220065;10162999022006501;1016299902200650102
"Azuay";1;62;999;23;6;1;2;2017;"Mujer";22;881840;"Area rural";"Cuenca";"Ricaurte";101629990230006;10162999023000601;1016299902300060102
"Azuay";1;62;999;23;44;1;2;2016;"Mujer";24;881840;"Area rural";"Cuenca";"Ricaurte";101629990230044;10162999023004401;1016299902300440102
"Azuay";1;62;999;23;46;1;2;2021;"Mujer";30;881840;"Area rural";"Cuenca";"Ricaurte";101629990230046;10162999023004601;1016299902300460102
"Azuay";1;62;999;24;55;1;2;2020;"Mujer";27;881840;"Area rural";"Cuenca";"Ricaurte";101629990240055;10162999024005501;1016299902400550102
"Azuay";1;62;999;25;8;1;2;2022;"Mujer";22;881840;"Area rural";"Cuenca";"Ricaurte";101629990250008;10162999025000801;1016299902500080102
"Azuay";1;62;999;25;14;1;2;2017;"Hombre";36;881840;"Area rural";"Cuenca";"Ricaurte";101629990250014;10162999025001401;1016299902500140102
"Azuay";1;62;999;25;29;1;2;2022;"Hombre";18;881840;"Area rural";"Cuenca";"Ricaurte";101629990250029;10162999025002901;1016299902500290102
"Azuay";1;62;999;26;7;1;2;2020;"Mujer";40;881840;"Area rural";"Cuenca";"Ricaurte";101629990260007;10162999026000701;1016299902600070102
"Azuay";1;62;999;26;18;1;2;2021;"Hombre";16;881840;"Area rural";"Cuenca";"Ricaurte";101629990260018;10162999026001801;1016299902600180102
"Azuay";1;62;999;26;34;1;2;2016;"Hombre";23;881840;"Area rural";"Cuenca";"Ricaurte";101629990260034;10162999026003401;1016299902600340102
"Azuay";1;62;999;27;64;1;2;2016;"Hombre";20;881840;"Area rural";"Cuenca";"Ricaurte";101629990270064;10162999027006401;1016299902700640102
"Azuay";1;62;999;32;4;1;2;2021;"Hombre";18;881840;"Area rural";"Cuenca";"Ricaurte";101629990320004;10162999032000401;1016299903200040102
"Azuay";1;62;999;33;1;1;2;2021;"Mujer";22;881840;"Area rural";"Cuenca";"Ricaurte";101629990330001;10162999033000101;1016299903300010102
"Azuay";1;62;999;33;44;1;2;2021;"Hombre";7;881840;"Area rural";"Cuenca";"Ricaurte";101629990330044;10162999033004401;1016299903300440102
"Azuay";1;62;999;34;38;1;2;2021;"Hombre";20;881840;"Area rural";"Cuenca";"Ricaurte";101629990340038;10162999034003801;1016299903400380102
"Azuay";1;62;999;34;67;1;2;2022;"Hombre";15;881840;"Area rural";"Cuenca";"Ricaurte";101629990340067;10162999034006701;1016299903400670102
"Azuay";1;62;999;34;96;1;2;2019;"Mujer";25;881840;"Area rural";"Cuenca";"Ricaurte";101629990340096;10162999034009601;1016299903400960102
"Azuay";1;62;999;34;106;1;2;2021;"Hombre";21;881840;"Area rural";"Cuenca";"Ricaurte";101629990340106;10162999034010601;1016299903401060102
"Azuay";1;62;999;37;88;1;2;2021;"Mujer";14;881840;"Area rural";"Cuenca";"Ricaurte";101629990370088;10162999037008801;1016299903700880102
"Azuay";1;62;999;37;98;1;2;2016;"Hombre";11;881840;"Area rural";"Cuenca";"Ricaurte";101629990370098;10162999037009801;1016299903700980102
"Azuay";1;62;999;39;80;1;2;2018;"Mujer";19;881840;"Area rural";"Cuenca";"Ricaurte";101629990390080;10162999039008001;1016299903900800102
"Azuay";1;62;999;40;31;1;2;2020;"Hombre";16;881840;"Area rural";"Cuenca";"Ricaurte";101629990400031;10162999040003101;1016299904000310102
"Azuay";1;62;999;40;65;1;2;2015;"Mujer";29;881840;"Area rural";"Cuenca";"Ricaurte";101629990400065;10162999040006501;1016299904000650102
"Azuay";1;62;999;41;16;1;2;2019;"Mujer";50;881840;"Area rural";"Cuenca";"Ricaurte";101629990410016;10162999041001601;1016299904100160102
"Azuay";1;62;999;42;77;1;2;2021;"Hombre";30;881840;"Area rural";"Cuenca";"Ricaurte";101629990420077;10162999042007701;1016299904200770102
"Azuay";1;62;999;43;38;1;2;2021;"Mujer";29;881840;"Area rural";"Cuenca";"Ricaurte";101629990430038;10162999043003801;1016299904300380102
"Azuay";1;62;999;44;31;1;2;2020;"Hombre";18;881840;"Area rural";"Cuenca";"Ricaurte";101629990440031;10162999044003101;1016299904400310102
"Azuay";1;62;999;48;10;1;2;2021;"Mujer";13;881840;"Area rural";"Cuenca";"Ricaurte";101629990480010;10162999048001001;1016299904800100102
"Azuay";1;62;999;48;13;1;2;2022;"Hombre";35;881840;"Area rural";"Cuenca";"Ricaurte";101629990480013;10162999048001301;1016299904800130102
"Azuay";1;62;999;48;22;1;2;2021;"Hombre";27;881840;"Area rural";"Cuenca";"Ricaurte";101629990480022;10162999048002201;1016299904800220102
"Azuay";1;62;999;48;35;1;2;2020;"Hombre";24;881840;"Area rural";"Cuenca";"Ricaurte";101629990480035;10162999048003501;1016299904800350102
"Azuay";1;62;999;48;65;1;2;2020;"Hombre";24;881840;"Area rural";"Cuenca";"Ricaurte";101629990480065;10162999048006501;1016299904800650102
"Azuay";1;62;999;49;86;1;2;2021;"Hombre";15;881840;"Area rural";"Cuenca";"Ricaurte";101629990490086;10162999049008601;1016299904900860102
"Azuay";1;62;999;51;36;1;2;2021;"Mujer";23;881840;"Area rural";"Cuenca";"Ricaurte";101629990510036;10162999051003601;1016299905100360102
"Azuay";1;62;999;51;78;1;2;2021;"Hombre";24;881840;"Area rural";"Cuenca";"Ricaurte";101629990510078;10162999051007801;1016299905100780102
"Azuay";1;62;999;52;72;1;2;2022;"Mujer";22;881840;"Area rural";"Cuenca";"Ricaurte";101629990520072;10162999052007201;1016299905200720102
"Azuay";1;62;1;1;30;1;1;2020;"Mujer";23;882724;"Area rural";"Cuenca";"Ricaurte";101620010010030;10162001001003001;1016200100100300101
"Azuay";1;62;1;6;79;1;1;2022;"Hombre";18;882470;"Area rural";"Cuenca";"Ricaurte";101620010060079;10162001006007901;1016200100600790101
"Azuay";1;62;1;6;116;1;1;2022;"Mujer";26;881032;"Area rural";"Cuenca";"Ricaurte";101620010060116;10162001006011601;1016200100601160101
"Azuay";1;62;1;6;148;1;1;2018;"Hombre";25;881484;"Area rural";"Cuenca";"Ricaurte";101620010060148;10162001006014801;1016200100601480101
"Azuay";1;62;1;6;148;1;2;2019;"Mujer";25;882380;"Area rural";"Cuenca";"Ricaurte";101620010060148;10162001006014801;1016200100601480102
"Azuay";1;62;1;6;149;1;1;2022;"Hombre";19;882380;"Area rural";"Cuenca";"Ricaurte";101620010060149;10162001006014901;1016200100601490101
"Azuay";1;62;1;6;149;1;2;2022;"Hombre";15;882380;"Area rural";"Cuenca";"Ricaurte";101620010060149;10162001006014901;1016200100601490102
"Azuay";1;62;2;2;46;1;1;2022;"Hombre";55;881484;"Area rural";"Cuenca";"Ricaurte";101620020020046;10162002002004601;1016200200200460101
"Azuay";1;62;2;5;34;1;1;2018;"Hombre";17;882724;"Area rural";"Cuenca";"Ricaurte";101620020050034;10162002005003401;1016200200500340101
"Azuay";1;62;2;6;43;1;1;2022;"Mujer";32;882724;"Area rural";"Cuenca";"Ricaurte";101620020060043;10162002006004301;1016200200600430101
"Azuay";1;62;2;6;57;1;1;2021;"Mujer";21;881032;"Area rural";"Cuenca";"Ricaurte";101620020060057;10162002006005701;1016200200600570101
"Azuay";1;62;2;7;86;1;1;2022;"Mujer";17;882724;"Area rural";"Cuenca";"Ricaurte";101620020070086;10162002007008601;1016200200700860101
"Azuay";1;62;2;7;87;1;1;2022;"Hombre";25;882724;"Area rural";"Cuenca";"Ricaurte";101620020070087;10162002007008701;1016200200700870101
"Azuay";1;62;2;7;147;1;1;2016;"Hombre";18;882724;"Area rural";"Cuenca";"Ricaurte";101620020070147;10162002007014701;1016200200701470101
"Azuay";1;62;2;7;147;1;2;2014;"Hombre";19;882724;"Area rural";"Cuenca";"Ricaurte";101620020070147;10162002007014701;1016200200701470102
"Azuay";1;62;3;1;51;1;1;2022;"Hombre";31;881862;"Area rural";"Cuenca";"Ricaurte";101620030010051;10162003001005101;1016200300100510101
"Azuay";1;62;3;1;51;1;2;2022;"Mujer";26;881862;"Area rural";"Cuenca";"Ricaurte";101620030010051;10162003001005101;1016200300100510102
"Azuay";1;62;3;1;98;1;1;2021;"Hombre";41;882724;"Area rural";"Cuenca";"Ricaurte";101620030010098;10162003001009801;1016200300100980101
"Azuay";1;62;3;3;14;1;1;2010;"Hombre";20;882724;"Area rural";"Cuenca";"Ricaurte";101620030030014;10162003003001401;1016200300300140101
"Azuay";1;62;3;3;50;1;1;2014;"Hombre";18;881604;"Area rural";"Cuenca";"Ricaurte";101620030030050;10162003003005001;1016200300300500101
"Azuay";1;62;3;4;20;1;1;2016;"Hombre";26;882276;"Area rural";"Cuenca";"Ricaurte";101620030040020;10162003004002001;1016200300400200101
"Azuay";1;62;3;5;43;1;1;2017;"Hombre";27;881604;"Area rural";"Cuenca";"Ricaurte";101620030050043;10162003005004301;1016200300500430101
"Azuay";1;62;3;5;81;1;1;2020;"Hombre";33;881032;"Area rural";"Cuenca";"Ricaurte";101620030050081;10162003005008101;1016200300500810101
"Azuay";1;62;4;1;101;1;1;2017;"Mujer";43;882724;"Area rural";"Cuenca";"Ricaurte";101620040010101;10162004001010101;1016200400101010101
"Azuay";1;62;4;2;68;1;1;9999;"Mujer";22;999999;"Area rural";"Cuenca";"Ricaurte";101620040020068;10162004002006801;1016200400200680101
"Azuay";1;62;4;3;21;1;1;2016;"Mujer";19;881124;"Area rural";"Cuenca";"Ricaurte";101620040030021;10162004003002101;1016200400300210101
"Azuay";1;62;4;3;21;1;2;2016;"Mujer";18;881124;"Area rural";"Cuenca";"Ricaurte";101620040030021;10162004003002101;1016200400300210102
"Azuay";1;62;4;3;21;1;3;2016;"Mujer";12;881124;"Area rural";"Cuenca";"Ricaurte";101620040030021;10162004003002101;1016200400300210103
"Azuay";1;62;4;3;77;1;1;2021;"Mujer";20;881032;"Area rural";"Cuenca";"Ricaurte";101620040030077;10162004003007701;1016200400300770101
"Azuay";1;62;4;5;230;1;1;2017;"Hombre";42;882724;"Area rural";"Cuenca";"Ricaurte";101620040050230;10162004005023001;1016200400502300101
"Azuay";1;62;4;7;75;1;1;2021;"Hombre";29;881862;"Area rural";"Cuenca";"Ricaurte";101620040070075;10162004007007501;1016200400700750101
"Azuay";1;62;4;7;75;1;2;2021;"Mujer";24;881862;"Area rural";"Cuenca";"Ricaurte";101620040070075;10162004007007501;1016200400700750102
"Azuay";1;62;5;1;192;1;1;2022;"Hombre";32;881124;"Area rural";"Cuenca";"Ricaurte";101620050010192;10162005001019201;1016200500101920101
"Azuay";1;62;5;2;118;1;1;2022;"Hombre";40;882902;"Area rural";"Cuenca";"Ricaurte";101620050020118;10162005002011801;1016200500201180101
"Azuay";1;62;999;2;50;1;1;2022;"Hombre";18;881484;"Area rural";"Cuenca";"Ricaurte";101629990020050;10162999002005001;1016299900200500101
"Azuay";1;62;999;4;63;1;1;2021;"Hombre";42;881604;"Area rural";"Cuenca";"Ricaurte";101629990040063;10162999004006301;1016299900400630101
"Azuay";1;62;999;8;30;1;1;2021;"Hombre";22;999999;"Area rural";"Cuenca";"Ricaurte";101629990080030;10162999008003001;1016299900800300101
"Azuay";1;62;999;8;30;1;2;9999;"Hombre";23;999999;"Area rural";"Cuenca";"Ricaurte";101629990080030;10162999008003001;1016299900800300102
"Azuay";1;62;999;9;38;1;1;2022;"Mujer";39;881558;"Area rural";"Cuenca";"Ricaurte";101629990090038;10162999009003801;1016299900900380101
"Azuay";1;62;999;10;121;1;1;2020;"Hombre";999;882724;"Area rural";"Cuenca";"Ricaurte";101629990100121;10162999010012101;1016299901001210101
"Azuay";1;62;999;12;13;1;1;2020;"Hombre";14;881170;"Area rural";"Cuenca";"Ricaurte";101629990120013;10162999012001301;1016299901200130101
"Azuay";1;62;999;12;13;1;2;2022;"Hombre";55;881170;"Area rural";"Cuenca";"Ricaurte";101629990120013;10162999012001301;1016299901200130102
"Azuay";1;62;999;12;13;1;3;2022;"Mujer";52;881170;"Area rural";"Cuenca";"Ricaurte";101629990120013;10162999012001301;1016299901200130103
"Azuay";1;62;999;14;44;1;1;2022;"Mujer";36;999999;"Area rural";"Cuenca";"Ricaurte";101629990140044;10162999014004401;1016299901400440101
"Azuay";1;62;999;14;44;1;2;2022;"Hombre";18;999999;"Area rural";"Cuenca";"Ricaurte";101629990140044;10162999014004401;1016299901400440102
"Azuay";1;62;999;14;44;1;3;2022;"Hombre";20;999999;"Area rural";"Cuenca";"Ricaurte";101629990140044;10162999014004401;1016299901400440103
"Azuay";1;62;999;14;88;1;1;2020;"Hombre";41;882724;"Area rural";"Cuenca";"Ricaurte";101629990140088;10162999014008801;1016299901400880101
"Azuay";1;62;999;17;74;1;1;2022;"Mujer";36;881862;"Area rural";"Cuenca";"Ricaurte";101629990170074;10162999017007401;1016299901700740101
"Azuay";1;62;999;19;22;1;1;2022;"Hombre";24;881484;"Area rural";"Cuenca";"Ricaurte";101629990190022;10162999019002201;1016299901900220101
"Azuay";1;62;999;19;70;1;1;2015;"Hombre";35;881484;"Area rural";"Cuenca";"Ricaurte";101629990190070;10162999019007001;1016299901900700101
"Azuay";1;62;999;23;45;1;1;2022;"Hombre";26;881170;"Area rural";"Cuenca";"Ricaurte";101629990230045;10162999023004501;1016299902300450101
"Azuay";1;62;999;26;32;1;1;2019;"Hombre";39;882724;"Area rural";"Cuenca";"Ricaurte";101629990260032;10162999026003201;1016299902600320101
"Azuay";1;62;999;26;48;1;1;2022;"Mujer";23;882276;"Area rural";"Cuenca";"Ricaurte";101629990260048;10162999026004801;1016299902600480101
"Azuay";1;62;999;27;47;1;1;2022;"Mujer";44;882724;"Area rural";"Cuenca";"Ricaurte";101629990270047;10162999027004701;1016299902700470101
"Azuay";1;62;999;27;78;1;1;2021;"Hombre";25;999999;"Area rural";"Cuenca";"Ricaurte";101629990270078;10162999027007801;1016299902700780101
"Azuay";1;62;999;28;31;1;1;2022;"Mujer";33;881484;"Area rural";"Cuenca";"Ricaurte";101629990280031;10162999028003101;1016299902800310101
"Azuay";1;62;999;32;88;1;1;9999;"Hombre";999;881152;"Area rural";"Cuenca";"Ricaurte";101629990320088;10162999032008801;1016299903200880101
"Azuay";1;62;999;36;61;1;1;2022;"Hombre";20;882724;"Area rural";"Cuenca";"Ricaurte";101629990360061;10162999036006101;1016299903600610101
"Azuay";1;62;999;36;63;1;1;2022;"Hombre";45;881591;"Area rural";"Cuenca";"Ricaurte";101629990360063;10162999036006301;1016299903600630101
"Azuay";1;62;999;41;50;1;1;2017;"Hombre";45;882902;"Area rural";"Cuenca";"Ricaurte";101629990410050;10162999041005001;1016299904100500101
"Azuay";1;62;999;43;29;1;1;2022;"Mujer";22;881558;"Area rural";"Cuenca";"Ricaurte";101629990430029;10162999043002901;1016299904300290101
"Azuay";1;62;999;44;47;1;1;2020;"Mujer";26;882056;"Area rural";"Cuenca";"Ricaurte";101629990440047;10162999044004701;1016299904400470101
"Azuay";1;62;999;45;9;1;1;2020;"Hombre";43;999999;"Area rural";"Cuenca";"Ricaurte";101629990450009;10162999045000901;1016299904500090101
"Azuay";1;62;999;45;9;1;2;2022;"Hombre";17;999999;"Area rural";"Cuenca";"Ricaurte";101629990450009;10162999045000901;1016299904500090102
"Azuay";1;62;999;45;43;1;1;2021;"Mujer";18;999999;"Area rural";"Cuenca";"Ricaurte";101629990450043;10162999045004301;1016299904500430101
"Azuay";1;62;999;45;44;1;1;2022;"Hombre";20;999999;"Area rural";"Cuenca";"Ricaurte";101629990450044;10162999045004401;1016299904500440101
"Azuay";1;62;999;49;52;1;1;2021;"Hombre";16;882724;"Area rural";"Cuenca";"Ricaurte";101629990490052;10162999049005201;1016299904900520101
"Azuay";1;62;999;49;52;1;2;2021;"Mujer";29;882724;"Area rural";"Cuenca";"Ricaurte";101629990490052;10162999049005201;1016299904900520102
"Azuay";1;62;999;49;52;1;3;2021;"Mujer";25;882724;"Area rural";"Cuenca";"Ricaurte";101629990490052;10162999049005201;1016299904900520103
"Azuay";1;62;999;49;52;1;4;2021;"Mujer";22;882724;"Area rural";"Cuenca";"Ricaurte";101629990490052;10162999049005201;1016299904900520104
"Azuay";1;62;999;50;12;1;1;2020;"Hombre";19;999999;"Area rural";"Cuenca";"Ricaurte";101629990500012;10162999050001201;1016299905000120101
"Azuay";1;62;999;51;86;1;1;2022;"Hombre";30;885036;"Area rural";"Cuenca";"Ricaurte";101629990510086;10162999051008601;1016299905100860101
"Azuay";1;62;999;52;26;1;1;2020;"Hombre";51;882380;"Area rural";"Cuenca";"Ricaurte";101629990520026;10162999052002601;1016299905200260101
